Token;POS;n
Greisin;NN;4
Grippe;NN;4
großer;ADJA;4
größerer;ADJA;4
Großmarkt;NN;4
größten;ADJA;4
Grube;NN;4
grundlos;ADJD;4
Gruppen;NN;4
grüßte;VVFIN;4
günstigen;ADJA;4
Gürtel;NN;4
Gustes;NE;4
Gymnasiasten;NN;4
Habt;VAFIN;4
Halbpfundtüten;NN;4
halten;VVFIN;4
Haltestelle;NN;4
Handeln;NN;4
Handfeger;NN;4
Handgelenk;NN;4
Handkuß;NN;4
Handschuhen;NN;4
Handwerk;NN;4
hängt;VVFIN;4
Hannelore;NE;4
harmlosen;ADJA;4
Haß;NN;4
hättest;VAFIN;4
Häubchen;NN;4
Haube;NN;4
hauchte;VVFIN;4
Hauseingang;NN;4
Hausfrau;NN;4
Hausfrauen;NN;4
Hausordnung;NN;4
Heil;NN;4
Heiliger;ADJA;4
heimkehrenden;ADJA;4
heimlich;ADJD;4
Heinrich;NE;4
heiraten;VVINF;4
heiße;VVFIN;4
heißesten;ADJA;4
Herbst;NN;4
Heubude;NE;4
heut’;NE;4
hilft;VVFIN;4
hinab;PTKVZ;4
Hingegen;ADV;4
Hirn;NN;4
Hitze;NN;4
Hochstrieß;NE;4
Hochzeit;NN;4
hoher;ADJA;4
hohle;ADJA;4
holten;VVFIN;4
Hölzer;NN;4
hölzernes;ADJA;4
Holzmarkt;NN;4
Höschen;NN;4
Hübsch;ADJD;4
Hutfach;NN;4
imitierend;ADJD;4
Immerhin;ADV;4
Infanterieregiment;NN;4
interessierte;VVFIN;4
Is;ADV;4
issen;ADJA;4
isses;ADV;4
Jäckchen;NN;4
Jahrhunderte;NN;4
jedem;PIS;4
jeder;PIS;4
jedermann;PIS;4
Jenes;PDAT;4
jeweiligen;ADJA;4
Journalisten;NN;4
jung;ADJD;4
Junge;NN;4
jünger;ADJD;4
Kadaver;NN;4
Kalmücke;NN;4
Kalmücken;NN;4
Kaninchenfell;NN;4
Karmontag;NN;4
Karneval;NN;4
Karo;NN;4
Kartoffeläckern;NN;4
Kartoffelkrautfeuer;NN;4
Kathedrale;NN;4
Katholik;NN;4
kauend;ADJD;4
Kautabak;NN;4
Kehrblech;NN;4
keinem;PIAT;4
keinem;PIS;4
Kellerladen;NN;4
kennt;VVFIN;4
Kenntnisse;NN;4
Kerlchen;NN;4
Keysers;NE;4
Kilo;NN;4
Kindchen;NN;4
Kinderabteilung;NN;4
Kippe;NN;4
Kirschen;NN;4
Kittel;NN;4
klappern;VVINF;4
klatschen;VVINF;4
klaubte;VVFIN;4
Kleinkalibergewehr;NN;4
Kleinkindern;NN;4
klemmte;VVFIN;4
Klingel;NN;4
klingelte;VVFIN;4
klopften;VVFIN;4
Kniehosen;NN;4
Knirscher;NN;4
Knochen;NN;4
Knopf;NN;4
Koch;NE;4
Koch;NN;4
Kochäpfel;NN;4
Kofferradio;NN;4
Kohleaugen;NN;4
Kokosmatte;NN;4
Koljaiczeks;NN;4
Kölnisch;NN;4
komisch;ADJD;4
Kommandos;NN;4
Komplimente;NN;4
Konfekt;NN;4
Kontakt;NN;4
Konterfei;NN;4
konvertieren;VVINF;4
Kopenhagen;NE;4
Köpfe;NN;4
Kopfkissen;NN;4
Kopfschmerzen;NN;4
Kopfsteinpflaster;NN;4
Körbchen;NN;4
kostbaren;ADJA;4
kostete;VVFIN;4
KPD;NE;4
kräftige;ADJA;4
Kraftwerk;NN;4
kränkte;VVFIN;4
kreisrunde;ADJA;4
Krematorium;NN;4
kreuz;ADV;4
kreuzend;ADJD;4
kreuzten;VVFIN;4
Kriegsende;NN;4
Krippenspiele;NN;4
Küchenstuhl;NN;4
Küchentür;NN;4
kümmerte;VVFIN;4
Kundgebung;NN;4
Kunkel;NE;4
künstlerisch;ADJD;4
Kurve;NN;4
kurzem;ADJA;4
kürzer;ADJD;4
kurzes;ADJA;4
küßten;VVFIN;4
Ladens;NN;4
Ladentür;NN;4
Laken;NN;4
Lande;NN;4
Landser;NN;4
Landung;NN;4
langer;ADJA;4
längerer;ADJA;4
lasen;VVFIN;4
laß;VMFIN;4
Lassen;VVFIN;4
lässig;ADJD;4
Last;NN;4
lästigen;ADJA;4
Laune;NN;4
Läusen;NN;4
Lebensmittel;NN;4
leeres;ADJA;4
Lehm;NN;4
Lehrerin;NN;4
Leibhusarenregiment;NN;4
leichter;ADJA;4
leichthin;ADV;4
leichtsinnigerweise;ADV;4
leidenschaftlich;ADJD;4
Lesen;NN;4
Leszczynski;NE;4
lettischen;ADJA;4
letztes;ADJA;4
leuchteten;VVFIN;4
lieben;VVINF;4
lieber;ADJA;4
Liebst;VVFIN;4
liegst;VVFIN;4
Linienschiffe;NN;4
linker;ADJA;4
litten;VVFIN;4
locker;ADJD;4
lockere;ADJA;4
Lohn;NN;4
London;NE;4
Louis;NE;4
Luftschutzwart;NN;4
Machen;VVFIN;4
Mag;VMFIN;4
Maison;NE;4
mangelte;VVFIN;4
Mannesmann;NE;4
Mäntel;NN;4
Märchen;NN;4
Marine;NN;4
Marjell;NE;4
Marjellchens;NN;4
Marmorplatte;NN;4
Mathilde;NE;4
Matrosenmütze;NN;4
Mauern;NN;4
mecht;ADJD;4
mechten;ADJA;4
Mehl;NN;4
Mehr;PIAT;4
Meinem;PPOSAT;4
meinen;VVINF;4
meint;VVFIN;4
meinten;VVFIN;4
menschliche;ADJA;4
merkwürdig;ADJD;4
merkwürdigerweise;ADV;4
Metropole;NN;4
Metrostation;NN;4
middem;ADJA;4
Milchzähne;NN;4
mitbrachte;VVFIN;4
mitgebracht;VVPP;4
Mittag;NN;4
mitteilte;VVFIN;4
Mode;NN;4
möge;VMFIN;4
mögliche;ADJA;4
Monteurs;NN;4
Mühle;NN;4
Müllkastendeckel;NN;4
Munde;NN;4
Museums;NN;4
Musikalclown;NN;4
Muskeln;NN;4
Mystisch;ADJD;4
n;XY;4
na;ITJ;4
Nachfolger;NN;4
nachkam;VVFIN;4
nachlässig;ADJD;4
Nachtfalter;NN;4
Nachtisch;NN;4
nächtliche;ADJA;4
nähern;VVFIN;4
näherten;VVFIN;4
Namens;NN;4
narbenreichen;ADJA;4
näßten;VVFIN;4
Nebel;NN;4
nebenbei;ADV;4
nehmen;VVFIN;4
nem;CARD;4
neunzehn;CARD;4
nich;PRF;4
nich;PTKNEG;4
nimmst;VVFIN;4
nix;PIS;4
nördlichen;ADJA;4
normal;ADJD;4
Not;NN;4
notdürftig;ADJD;4
notwendigen;ADJA;4
Novize;NN;4
nu;APPRART;4
nu;NE;4
Nu;PPER;4
Nüssen;NN;4
Oberbett;NN;4
Oberkellner;NN;4
Oberleutnant;NE;4
Oberlippe;NN;4
Ofen;NN;4
Offiziere;NN;4
Ohra;NE;4
Ohrfeigen;NN;4
Ölsardinen;NN;4
Oma;NN;4
ordentlich;ADJD;4
Organ;NN;4
Ornamente;NN;4
Ornemündung;NN;4
Ostflüchtling;NN;4
Papiere;NN;4
Papierschlangen;NN;4
Pärchen;NN;4
Pariser;ADJA;4
Parterrewohnung;NN;4
Partisane;NN;4
Parzival;NE;4
passé;ADJD;4
passierte;VVFIN;4
passiv;ADJD;4
peinlichen;ADJA;4
Pellen;NN;4
Penelope;NE;4
Perle;NN;4
Petersburg;NE;4
Petersilie;NN;4
Pfeiler;NN;4
Pferd;NN;4
Pflaster;NN;4
Pflegers;NN;4
Pflicht;NN;4
Pfund-;TRUNC;4
Plakate;NN;4
plastisch;ADJD;4
platt;ADJD;4
Pole;NN;4
Polensiedlung;NN;4
politisch;ADJD;4
politische;ADJA;4
Porte;NE;4
Portinari;NE;4
Posthof;NN;4
Presse;NN;4
Pripjat;NE;4
Probe;NN;4
Protestanten;NN;4
protestantische;ADJA;4
Proviantkorb;NN;4
Pullovermädchen;NN;4
Putte;NE;4
Räder;NN;4
Raeck;NE;4
Rändern;NN;4
Rangabzeichen;NN;4
ranzigen;ADJA;4
Rasieren;NN;4
Rat;NN;4
rauchen;VVINF;4
raucht;VVFIN;4
Räumen;NN;4
Raumes;NN;4
räumte;VVFIN;4
Rausss;NE;4
reagierte;VVFIN;4
rechter;ADJA;4
rechtes;ADJA;4
reden;VVINF;4
Reden;NN;4
redete;VVFIN;4
Regal;NN;4
regelmäßigen;ADJA;4
Regenschirm;NN;4
Reichskolonie;NN;4
reicht;VVFIN;4
Reihen;NN;4
Reinigung;NN;4
Reisebegleiter;NN;4
Reiter;NN;4
religiösen;ADJA;4
Rennwandbrüder;NN;4
Rettich;NN;4
rheinischen;ADJA;4
Rheinland;NE;4
riecht;VVFIN;4
Ringfingers;NN;4
Ringstraße;NN;4
Rock;NE;4
Rollen;NN;4
rollte;VVFIN;4
Rolltreppeneinfall;NN;4
Rosen;NN;4
rötlich;ADJD;4
rüber;PTKVZ;4
Rückzug;NN;4
Ruf;NN;4
ruhigen;ADJA;4
Rührei;NN;4
Runkel;NE;4
runter;ADV;4
rutschen;VVINF;4
SA;NE;4
Sabber;NN;4
Sahne;NN;4
Sakramenten;NN;4
Salzkartoffeln;NN;4
Sammler;NN;4
Sammlung;NN;4
Sandboden;NN;4
Saulus;NN;4
Schädel;NN;4
Schande;NN;4
scharfen;ADJA;4
scharrte;VVFIN;4
Schatz;NN;4
schaukelte;VVFIN;4
schaut;VVFIN;4
Scheitel;NN;4
Scherze;NN;4
Schichauwerft;NE;4
Schidlitz;NE;4
schieben;VVINF;4
Schieber;NN;4
Schiefertafeln;NN;4
Schienbein;NN;4
Schießen;NN;4
Schießscharte;NN;4
schimpfte;VVFIN;4
schläft;VVFIN;4
Schlägen;NN;4
Schlampe;NN;4
Schlange;NN;4
schlechtes;ADJA;4
Schleim;NN;4
schlich;VVFIN;4
schlimm;ADJD;4
schlimme;ADJA;4
schlüpfte;VVFIN;4
schmale;ADJA;4
schmeckte;VVFIN;4
schmerzlich;ADJD;4
Schmuhs;NN;4
Schnaps;NN;4
Schneefall;NN;4
schnelle;ADJA;4
Schnitt;NN;4
Schnur;NN;4
Schnürstiefel;NN;4
Schokoladenpudding;NN;4
schonen;VVINF;4
schönes;ADJA;4
Schränke;NN;4
Schrecken;NN;4
Schreibtisch;NN;4
schreit;VVFIN;4
Schrift;NN;4
schüchtern;ADJD;4
Schühchen;NN;4
Schultafel;NN;4
Schüssel;NN;4
Schütze;NN;4
Schutzpolizei;NN;4
schwammen;VVFIN;4
Schwänen;NN;4
schwanger;ADJD;4
schwärmte;VVFIN;4
Schwarzhandel;NN;4
schweigsam;ADJD;4
Schwesternhäubchen;NN;4
schwimmen;VVINF;4
schwor;VVFIN;4
sechste;ADJA;4
Sechzig-Watt-Glühbirnen;NN;4
Seeschlacht;NN;4
Segelschiff;NN;4
Segelschiffe;NN;4
Segelwind;NN;4
seid;VAFIN;4
seinerseits;ADV;4
Sekunde;NN;4
selbständig;ADJD;4
Selbstmord;NN;4
Semmeln;NN;4
Senf;NN;4
Seufzen;NN;4
sicheren;ADJA;4
sichtbaren;ADJA;4
Siegerkranz;NN;4
sitzenden;ADJA;4
Socken;NN;4
Sogleich;ADV;4
somit;ADV;4
son;APPRART;4
Sonntagsbraten;NN;4
Sorgen;NN;4
Sortiment;NN;4
sowieso;ADV;4
spannte;VVFIN;4
sparsamen;ADJA;4
Spaten;NN;4
Spaziergang;NN;4
Spaziergänge;NN;4
Sperlingen;NN;4
Spiegeleier;NN;4
Spieles;NN;4
spreche;VVFIN;4
sprechenden;ADJA;4
springt;VVFIN;4
Sprosse;NN;4
Sprungturm;NN;4
Stabtaschenlampen;NN;4
Stalingrad;NE;4
Stalins;NE;4
stammte;VVFIN;4
Standbein;NN;4
Stange;NN;4
Stapellauf;NN;4
stapelte;VVFIN;4
stärker;ADJD;4
stäuben;VVINF;4
Stauermütze;NN;4
steckten;VVFIN;4
Steffenspark;NN;4
Steigung;NN;4
stell;VVFIN;4
Sterne;NN;4
Stiefeln;NN;4
stilisiert;VVFIN;4
stimmts;ADV;4
Stockum;NE;4
stöhnte;VVFIN;4
stolperte;VVFIN;4
störte;VVFIN;4
straff;ADJD;4
strahlend;ADJD;4
Strandpromenade;NN;4
Straßenbahnfahrt;NN;4
Straßenbahnführer;NN;4
Straßenbahnwagen;NN;4
Strecke;NN;4
strecken;VVINF;4
Streicheln;NN;4
Streitigkeiten;NN;4
strengen;ADJA;4
Stricknadel;NN;4
studieren;VVINF;4
studierte;VVFIN;4
Studium;NN;4
stundenlang;ADJD;4
stürzen;VVINF;4
stürzten;VVFIN;4
Suche;NN;4
suchen;VVFIN;4
Suchen;NN;4
Sünde;NN;4
Suppen;NN;4
süße;ADJA;4
Symbol;NN;4
symmetrisch;ADJD;4
Synagoge;NN;4
Tabak;NN;4
Taler;NN;4
Tanzgaststätte;NN;4
tastete;VVFIN;4
Tatsache;NN;4
tätschelte;VVFIN;4
tauchte;VVFIN;4
Täuferknaben;NN;4
Teile;NN;4
Teppichklopfen;NN;4
Teppichklopfstange;NN;4
teuer;ADJD;4
teuren;ADJA;4
The;NE;4
Tier;NN;4
Tische;NN;4
Toilettenfrau;NN;4
Tonnen;NN;4
trage;VVFIN;4
tragen;VVFIN;4
tränenlos;ADJD;4
träumte;VVFIN;4
traurigen;ADJA;4
Treffen;NN;4
treffend;ADJD;4
Treffer;NN;4
Tribünenfuß;NN;4
Trick;NN;4
trockene;ADJA;4
trockenem;ADJA;4
tüchtig;ADJD;4
tüchtigen;ADJA;4
Turnhalle;NN;4
übereinander;ADV;4
überflüssig;ADJD;4
übergeben;VVPP;4
übernehmen;VVINF;4
überzeugen;VVINF;4
üble;ADJA;4
üblich;ADJD;4
Ulanen;NN;4
Um;APPR;4
umgehen;VVINF;4
umsah;VVFIN;4
Umschläge;NN;4
Umwegen;NN;4
Umwelt;NN;4
unabänderlich;ADJD;4
unangenehm;ADJD;4
unbekannten;ADJA;4
unbeobachtet;ADJD;4
Unfallwagen;NN;4
unglücklichen;ADJA;4
unrecht;ADJD;4
unschuldig;ADJD;4
Unsereins;NE;4
unsichtbaren;ADJA;4
Unterführer;NN;4
Untergang;NN;4
Unterhosen;NN;4
Unterschlupf;NN;4
unterschreiben;VVINF;4
unterschrieben;VVPP;4
unterstützte;VVFIN;4
Unterwäsche;NN;4
unverheiratet;ADJD;4
Unwissenheit;NN;4
uralte;ADJA;4
Vätern;NN;4
Velourshut;NN;4
Venus;NN;4
verbergen;VVINF;4
verdächtigte;VVFIN;4
verdeckte;VVFIN;4
verderben;VVINF;4
Verdienst;NN;4
verdient;VVPP;4
verführt;VVPP;4
verglaste;ADJA;4
verglich;VVFIN;4
vergrößerte;VVFIN;4
Verhältnissen;NN;4
verheiratet;VVPP;4
verholfen;VVPP;4
Verhör;NN;4
Verkäuferin;NN;4
verkauft;VVPP;4
Verkleidung;NN;4
Verlegenheit;NN;4
verliebt;VVPP;4
verlief;VVFIN;4
Verlobten;NN;4
Verlobung;NN;4
verlorene;ADJA;4
verlorenen;ADJA;4
vermeiden;VVINF;4
Vermögen;NN;4
verraten;VVPP;4
verschweigen;VVINF;4
Versteck;NN;4
verstehe;VVFIN;4
versteht;VVFIN;4
Verteidiger;NN;4
verteilt;VVPP;4
Vertrauen;NN;4
Verwaltung;NN;4
verweilte;VVFIN;4
verwunderte;VVFIN;4
Vierjahreszeiten;NN;4
viermal;ADV;4
Viern;NN;4
viertausend;CARD;4
Viertel;NN;4
Viertelstündchen;NN;4
Villa;NN;4
violetten;ADJA;4
Visitenkärtchen;NN;4
völlig;ADJD;4
Vollmer;NE;4
voneinander;ADV;4
voran;PTKVZ;4
vorbehalten;VVPP;4
Vorbereitungen;NN;4
Vorgänger;NN;4
vorgenommen;VVPP;4
Vorgesetzten;NN;4
vorkam;VVFIN;4
vorläufig;ADJD;4
vorsätzlich;ADJD;4
Vorschuß;NN;4
Vorsichtig;ADJD;4
vortäuschend;ADJD;4
vorzugsweise;ADV;4
wä;NE;4
wachsende;ADJA;4
Wahl;NN;4
Wahlverwandtschaften;NN;4
wahrer;ADJA;4
Wahrheit;NN;4
Walzerklänge;NN;4
Wanderschuhe;NN;4
Wandlung;NN;4
Wärter;NN;4
wechselnd;ADJD;4
wechselten;VVFIN;4
weiche;ADJA;4
Wein;NN;4
weisen;VVINF;4
weißroten;ADJA;4
weitete;VVFIN;4
welch;PWAT;4
welcher;PWAT;4
Weltkrieges;NN;4
wenig;ADV;4
Werken;NN;4
werten;VVINF;4
wessen;PRELAT;4
wichtige;ADJA;4
wichtigen;ADJA;4
wiederholten;VVFIN;4
Wiederholung;NN;4
wiederum;ADV;4
wieherte;VVFIN;4
Willem;NE;4
willen;APZR;4
Wimmern;NN;4
Wimpern;NN;4
winkt;VVFIN;4
Wintermäntel;NN;4
Winternacht;NN;4
Wirbel;NN;4
wirst;VAFIN;4
Witz;NN;4
Wöbel;NE;4
wochenlang;ADJD;4
wöchentlich;ADJD;4
wohnen;VVINF;4
Wohnwagen;NN;4
Wohnzimmers;NN;4
Wölkchen;NN;4
Wolkenbank;NN;4
wolkig;ADJD;4
wolln;VVFIN;4
Woode;NE;4
wortreich;ADJD;4
wunderbar;ADJD;4
wunderbaren;ADJA;4
Wünschen;NN;4
zählten;VVFIN;4
Zarewitsch;NN;4
Zaunes;NN;4
Zeh;NN;4
Zehen;NN;4
zeichneten;VVFIN;4
Zeile;NN;4
Zelle;NN;4
Zement;NN;4
Zentner;NN;4
zersprang;VVFIN;4
zerstörte;ADJA;4
Ziegeln;NN;4
Zifferblatt;NN;4
Zimmerluft;NN;4
Zimmertür;NN;4
Zinkkiste;NN;4
Zivil;NN;4
zivilen;ADJA;4
zögerte;VVFIN;4
Zornesausbruch;NN;4
Zottelfell;NN;4
zugegeben;VVPP;4
zukommen;VVINF;4
Zuneigung;NN;4
zurückgefunden;VVPP;4
zusehen;VVINF;4
Zuspruch;NN;4
zwangen;VVFIN;4
zwängte;VVFIN;4
zwanzigsten;ADJA;4
Zweifel;NN;4
Zwein;NN;4
zweistelliges;ADJA;4
zweiunddreißig;CARD;4
zweiundvierzig;CARD;4
Zwerg;NN;4
–;KON;3
’;XY;3
«;CARD;3
3.;ADJA;3
6.;ADJA;3
Aachen;NE;3
Aalen;NN;3
Ab;PTKVZ;3
Abbild;NN;3
Abel;NE;3
Abendbrot;NN;3
Aberglauben;NN;3
abfiel;VVFIN;3
abgeben;VVINF;3
abgebildet;VVPP;3
abgebrochen;VVPP;3
abgenommen;VVPP;3
abgesägte;ADJA;3
abgestellt;VVPP;3
abgetan;VVPP;3
Abguß;NN;3
Abitur;NN;3
abnahm;VVFIN;3
abrechnete;VVFIN;3
Absätzen;NN;3
abschloß;VVFIN;3
Abschrift;NN;3
abseits;ADV;3
Absender;NN;3
Abstieg;NN;3
abwärts;ADV;3
Abwaschen;NN;3
Abzählspiele;NN;3
abzunehmen;VVIZU;3
Acht;CARD;3
achtete;VVFIN;3
achtunddreißig;CARD;3
Adalbert;NE;3
Adamsapfel;NN;3
Adresse;NN;3
Advent;NN;3
Adventszeit;NN;3
Ähnlichkeit;NN;3
Akrobat;NN;3
Akt;NN;3
Akten;NN;3
Aktionen;NN;3
Aktmodell;NN;3
albern;ADJD;3
alberne;ADJA;3
Alice;NE;3
Alkohol;NN;3
Allee;NN;3
alleinseligmachende;ADJA;3
Allerlei;NN;3
Alltag;NN;3
allzuviel;PIS;3
Altar;NN;3
Altarstufen;NN;3
altmodischen;ADJA;3
Altstädtischen;ADJA;3
anblickt;VVFIN;3
Andere;ADJA;3
Andere;PIS;3
ändern;VVINF;3
Änderungen;NN;3
andeutungsweise;ADV;3
Andrang;NN;3
anfingen;VVFIN;3
Anführer;NN;3
angeblichen;ADJA;3
angekündigt;VVPP;3
angelangt;VVPP;3
angeln;VVINF;3
Angeln;NN;3
angemessene;ADJA;3
Angesicht;NN;3
angestrengten;ADJA;3
angewiesen;VVPP;3
angezogenen;ADJA;3
anging;VVFIN;3
Ankerknöpfen;NN;3
Anraten;NN;3
Anruf;NN;3
anschaute;VVFIN;3
ansetzende;ADJA;3
ansprechen;VVINF;3
anständigen;ADJA;3
anstellte;VVFIN;3
Anstoß;NN;3
anstrengend;ADJD;3
Anstrich;NN;3
Anteilnahme;NN;3
antreten;VVINF;3
anzubieten;VVIZU;3
anzufangen;VVIZU;3
Anzüge;NN;3
anzurichten;VVIZU;3
anzusehen;VVIZU;3
anzusprechen;VVIZU;3
Äpfel;NN;3
Apollo;NN;3
arbeitend;ADJD;3
Architektur;NN;3
arg;ADJD;3
Ärger;NN;3
As;NE;3
Asphaltstraße;NN;3
Assistentin;NN;3
Astern;NN;3
Astloch;NN;3
Aszendenten;NN;3
atemlos;ADJD;3
atmende;ADJA;3
atmenden;ADJA;3
atmeten;VVFIN;3
auf-;TRUNC;3
Aufblicken;NN;3
Aufbrausen;NN;3
aufeinander;ADV;3
Auffahrt;NN;3
auffällig;ADJD;3
auffiel;VVFIN;3
aufgefallen;VVPP;3
aufgehängt;VVPP;3
aufgehört;VVPP;3
aufhalten;VVINF;3
aufhörte;VVFIN;3
Aufsatz;NN;3
Aufschrei;NN;3
aufspringen;VVINF;3
aufstand;VVFIN;3
Aufstehen;NN;3
Aufstieg;NN;3
aufzählen;VVINF;3
aufzulösen;VVIZU;3
Augapfel;NN;3
augenblicklich;ADJD;3
Augenpaar;NN;3
Auges;NN;3
Ausbildung;NN;3
Ausbruch;NN;3
Ausdünstung;NN;3
ausgedehnten;ADJA;3
ausgehöhlten;ADJA;3
ausgerüstet;VVPP;3
ausgesprochen;VVPP;3
ausgesuchteste;ADJA;3
ausgewogenen;ADJA;3
aushalten;VVINF;3
auskommen;VVINF;3
auslassend;ADJD;3
ausmachen;VVINF;3
Aussagen;NN;3
äußerlich;ADJD;3
äußern;VVINF;3
äußerst;ADV;3
Ausstattung;NN;3
Ausstellungen;NN;3
Auswahl;NN;3
Auto;NN;3
Back;NE;3
Backenknochen;NN;3
Bäcker;NN;3
Backstein;NN;3
Backsteingotik;NN;3
Baden;NN;3
Badesaison;NN;3
Bahnhofstraße;NE;3
Bahnhofstraße;NN;3
band;VVFIN;3
banden;VVFIN;3
Bänken;NN;3
bannte;VVFIN;3
barg;VVFIN;3
Bassin;NN;3
Batterien;NN;3
Bau;NN;3
bäuchlings;ADV;3
Bauchnabel;NN;3
Baukasten;NN;3
Bauklötze;NN;3
baumeln;VVINF;3
Bausch;NN;3
Beamte;NN;3
beängstigend;ADJD;3
beanspruchen;VVINF;3
beanspruchte;VVFIN;3
Becher;NN;3
bedauernd;ADJD;3
bedeuteten;VVFIN;3
beeindruckt;VVPP;3
beeinflußte;VVFIN;3
beendet;VVPP;3
beerdigen;VVINF;3
beerdigt;VVPP;3
Beethoven;NE;3
befestigt;VVPP;3
befinde;VVFIN;3
befragte;VVFIN;3
befreit;VVPP;3
befreundet;ADJD;3
begabte;ADJA;3
Begebenheiten;NN;3
begehrte;ADJA;3
beginne;VVFIN;3
beginnende;ADJA;3
begleiteten;VVFIN;3
begründen;VVINF;3
beherbergt;VVPP;3
Beichten;NN;3
beichtete;VVFIN;3
Beichtspiegel;NN;3
beider;PIAT;3
beiseite;ADV;3
Bekenntnis;NN;3
bekreuzigten;VVFIN;3
Belagerung;NN;3
belebte;VVFIN;3
bellte;VVFIN;3
bemerkten;VVFIN;3
bemühten;VVFIN;3
benahm;VVFIN;3
Benzin;NN;3
bereden;VVINF;3
bereiten;VVINF;3
Berni;NE;3
beruhigend;ADJD;3
berühmten;ADJA;3
berühmter;ADJA;3
berühren;VVINF;3
berührend;ADJD;3
besann;VVFIN;3
beschäftigte;VVFIN;3
Beschäftigung;NN;3
beschlossen;VVPP;3
beschrieb;VVFIN;3
beschwichtigte;VVFIN;3
beseitigt;VVPP;3
besitze;VVFIN;3
besonderes;ADJA;3
besorgt;ADJD;3
Besorgungen;NN;3
bestätigten;VVFIN;3
bestehende;ADJA;3
besteigen;VVINF;3
Besten;NN;3
bestimmte;ADJA;3
bestritten;VVPP;3
Besuchern;NN;3
Betende;NN;3
Betonboden;NN;3
betörend;ADJD;3
Betracht;NN;3
betrachtenswert;ADJD;3
Betrachtungen;NN;3
betritt;VVFIN;3
Betschemelchen;NN;3
Bettchen;NN;3
Bettdecke;NN;3
Betten;NN;3
beugten;VVFIN;3
beurteilen;VVINF;3
bevor;PTKVZ;3
bewacht;VVPP;3
bewahrt;VVPP;3
Beweis;NN;3
bewimpelt;VVPP;3
bewohnte;VVFIN;3
bewußter;ADJD;3
bezeichnet;VVPP;3
Bierflasche;NN;3
Biergläser;NN;3
bietenden;ADJA;3
Bilauer;NN;3
Bilderbuch;NN;3
Bilderbücher;NN;3
bildet;VVFIN;3
bildeten;VVFIN;3
Bildhauermodell;NN;3
Bin;VAFIN;3
Birnen;NN;3
blassen;ADJA;3
Blaue;ADJA;3
Bleches;NN;3
Blei;NN;3
bleich;ADJD;3
blicke;VVFIN;3
blickenden;ADJA;3
blindlings;ADV;3
blöden;ADJA;3
bloßer;ADJA;3
bloßes;ADJA;3
blühte;VVFIN;3
blutet;VVFIN;3
blutete;VVFIN;3
Blutstropfen;NN;3
Bobby;NE;3
bombensicher;ADJD;3
Börse;NN;3
böse;ADJD;3
Bösen;NN;3
Bratenrock;NN;3
brauche;VVFIN;3
braucht;VVFIN;3
brauner;ADJA;3
bräunlich;ADJD;3
braven;ADJA;3
Brechreiz;NN;3
breitbeinig;ADJD;3
bremsen;VVINF;3
Bresche;NN;3
Brett;NN;3
Brettern;NN;3
Briefes;NN;3
Briefmarken;NN;3
britischen;ADJA;3
Bronskis;NN;3
Brücken;NN;3
Brummen;NN;3
Brummkreisel;NN;3
Brunos;NE;3
Brustbild;NN;3
brutal;ADJD;3
brütete;VVFIN;3
Bruttoregistertonnen;NN;3
Bube;NE;3
BUCH;NN;3
Büchern;NN;3
Bucht;NN;3
bücken;VVINF;3
buckligen;ADJA;3
Bug;NE;3
Bummel;NN;3
Bunkers;NN;3
bunt;ADJD;3
Bürohochhaus;NN;3
Büschen;NN;3
büßende;ADJA;3
Chance;NN;3
Clown;NN;3
Colchic;NE;3
Conradinums;NN;3
Corned;NN;3
Credo;NN;3
d’Italie;NE;3
Dächern;NN;3
Dachte;VVFIN;3
damaligen;ADJA;3
dampfenden;ADJA;3
Dampfer;NN;3
Dank;NN;3
dankbar;ADJD;3
Danke;NN;3
Darauf;PROAV;3
darstellte;VVFIN;3
darstellten;VVFIN;3
darum;PROAV;3
darzustellen;VVIZU;3
dat;APPRART;3
dat;XY;3
Daten;NN;3
Dauerbrandofen;NN;3
Dauerwellen;NN;3
davor;PROAV;3
Deitschen;NE;3
Dekorationen;NN;3
Dem;PDS;3
Demontage;NN;3
Denk;VVIMP;3
denkend;ADJD;3
denkt;VVFIN;3
derlei;PIAT;3
Desinfektor;NN;3
desselben;PDAT;3
Detail;NN;3
Details;NN;3
deutlichen;ADJA;3
deutlicher;ADJD;3
deutsche;ADJA;3
Deutsche;NN;3
deutschen;ADJA;3
Deutschlands;NE;3
dezent;ADJD;3
diagonal;ADJD;3
dicker;ADJD;3
Dieb;NN;3
Diebe;NN;3
dienen;VVINF;3
dienten;VVFIN;3
Diesen;PDAT;3
diverser;ADJA;3
Don;NE;3
Donau;NE;3
Donnerstagbesuche;NN;3
doppelten;ADJA;3
Dörfchen;NN;3
dran;PROAV;3
dreieckige;ADJA;3
dreijährig;ADJD;3
dreijährige;ADJA;3
Dreijährigkeit;NN;3
Dreißig;CARD;3
dreiunddreißig;CARD;3
dreiviertel;ADV;3
Dreschhase;NE;3
dringlich;ADJD;3
dringt;VVFIN;3
drohten;VVFIN;3
drüben;ADV;3
drüber;ADV;3
drückend;ADJD;3
Drum;NN;3
Dschungel;NN;3
Dudelsack;NN;3
Duisburg;NE;3
dummen;ADJA;3
durchsichtig;ADJD;3
düster;ADJD;3
Dutt;NE;3
Dutt;NN;3
E.;NE;3
